,Tweet,Sentiment,Prediction,0.8695
1122,To prevent spread ofCOVID19 J&ampK Govt has authorised all Deputy Commissioners to enforce the safety measures &amp i… ,Neutral,Neutral,0.8695
1123,If you are a COVID19 survivoryou can help save lives and bring down thevirus by donating your plasma… ,Negative,Neutral,0.8695
1124,I think it is new brand sanitizer. Clinically proved. 100% Corona killing sanitizer Corona CoronaVirus… ,Positive,Positive,0.8695
1125,Fifty more people including 9 Army jawans and 6 police personnel have tested positive for COVID19 in… ,Positive,Positive,0.8695
1126,China's electricity consumption a key barometer of economic activity rose by 6.1% YoY to 635 billion kWh in June… ,Positive,Positive,0.8695
1127,CancelExamsInCovid… ,Neutral,Neutral,0.8695
1128,Free rapid COVID19 testing camp at sky city Shela by PHC Sanathal AhmedabadFightsCorona ,Positive,Positive,0.8695
1129,Today is the Intrl. DrugUsers RemembranceDay Due to COVID19 measures maybe this year a gettogether isn't possi… ,Negative,Positive,0.8695
1130,The Future of Office Space after COVID19 office officespace workspace… ,Neutral,Neutral,0.8695
1131,A marathon EU Summit which began in Brussels on Friday morning arrived at a huge post COVID19 recovery deal after… ,Positive,Neutral,0.8695
1132, According to Stanford University's disease prevention chairman Dr. John Ioannidis the COVID19 fatality… ,Neutral,Neutral,0.8695
1133,LHWRF Jammu provided Pulse Oximeters &amp thermometers to CMO Samba District hospital for fight against COVID19… ,Neutral,Neutral,0.8695
1134,Here's your cute panda gif for today. Hopefully it should be a bit of distraction from what's going on in the world… ,Positive,Positive,0.8695
1135, Soo sad rendered homeless from a place you always known to be home amidst the COVID19 virus pandemic. IStandWithTheOgiek,Negative,Neutral,0.8695
1136,We the students are the future of our state our country. If we become victims of the deadly virus COVID19 and… ,Negative,Negative,0.8695
1137,Lets not become complacent COVID19 is still here WashYourHands ,Neutral,Neutral,0.8695
1138,No plan no strategy no idea no initiative no policies no President no 2nd term TrumpIsALoser TrumpIsAnIdiot… ,Neutral,Neutral,0.8695
1139,I feel like the only way I could feel worse is if I smoked crack and meth had COVID19 and had rolled naked on br… ,Negative,Positive,0.8695
1140,The latest HIVAIDS News of the Day Daily Newspaper is out Please visit read subscribe and share at… ,Positive,Positive,0.8695
1141,Last chance to tell the BC govt we want covid19 stimulus funding that addresses the ClimateEmergency and equity.… ,Neutral,Neutral,0.8695
1142,A coronavirus vaccine developed by the University of Oxford appears safe and triggers an immune response… ,Positive,Positive,0.8695
1143, Kindly Implement An Online Portal For Vehicles Road Tax Online Payment &amp S… ,Positive,Neutral,0.8695
1144,If you'd like to you can catch up with the conversation with about WW2 COVID19 recycling and r… ,Neutral,Neutral,0.8695
1145,Watch this. Be entertained. Subscribe to the channel. Thanks. COVID19 NDDCProbe tuskys TuesdayMotivation… ,Positive,Positive,0.8695
1146,Our dashboard video features the daily GCC COVID19 status and elucidates a number of other statistical indicators.… ,Negative,Neutral,0.8695
1147,"As the Vice President has put a motion to adjourn parliamentary proceedings ""sine die"" because of COVID19Parlia… ",Neutral,Neutral,0.8695
1148, NEWS  TheVerge Surveillance  Whistleblower RealityWinner has tested positive for COVID19 in prison ,Positive,Positive,0.8695
1149,Join us Thursday July 30 at 1230 CET for ourOnline session 'It’s an infodemic Identifying and monit… ,Neutral,Neutral,0.8695
1150,We need Grandpa Rick to figure this one out RickAndMorty Covid19 CoronaVirus Mathmatics CommonCore CDC… ,Neutral,Neutral,0.8695
1151, I hear I can’t breathe in a mask a lot. Boo hoo I’m sure a ventilator will be more comfortable.… ,Positive,Positive,0.8695
1152,Science will be the ultimate way out of this Global pandemic of the Novel COVID19. Public Health Measures… ,Neutral,Neutral,0.8695
1153,Stay productive and maintain a healthy balance while working from home during the COVID19 crisis. Check out this i… ,Positive,Positive,0.8695
1154,Sad to see announce payrise for seniorcivilservants &amp seniormilitary but nothing for… ,Negative,Positive,0.8695
1155,Our COVID19 repository of articles and opinion pieces is now showing some clear trends on differential impact pol… ,Positive,Positive,0.8695
1156,When they dropped my son off yesterday I was told they all tested for covid19 so I ask him was it sore I heard th… ,Neutral,Neutral,0.8695
1157,We would like to say thankyou to the hundreds of children who are continuing to support our staff to carry out the… ,Neutral,Neutral,0.8695
1158,We recently worked withto develop resources specifically for unpaid carers. This content is free and ope… ,Positive,Positive,0.8695
1159,Findings from our Working at Home Wellbeing Survey feature in this article fromon the implications… ,Neutral,Neutral,0.8695
1160,We are working hard on the eficvirtualpainsummit taking place on 68 November later this year. From COVID19 to op… ,Negative,Positive,0.8695
1161,More than 8898749 have recovered from COVID19,Positive,Positive,0.8695
1162,Nearly 2500 employees will lose their jobs atairlines.COVID COVID19 CoronavirusIndia,Positive,Positive,0.8695
1163,COVID19Ghana28430 confirmed cases with 24901 recoveriesdischarge and 153 deaths. Active Cases 3376 N… ,Positive,Positive,0.8695
1164,"Journalist Jeff Koinange tests positive for COVID19. ""Folks just to let you know I have tested POSITIVE for Cov… ",Positive,Positive,0.8695
1165,E3 Life's update on COVID19 for July 21 COVID19 e3life ,Neutral,Neutral,0.8695
1166, Sign “Stop Trump's latest attack on the CDC and American public health” and I’ll deliver a copy to your officials… ,Positive,Positive,0.8695
1167,How to make your business investible in a postCOVID19 economy  covid19,Neutral,Neutral,0.8695
1168, Sign “Stop Trump's latest attack on the CDC and American public health” and I’ll deliver a copy to your officials… ,Positive,Positive,0.8695
1169,What Does The Future For The UK Gym Industry Look Like Post Covid19Pomanda has analysed the UK gym market and h… ,Neutral,Neutral,0.8695
1170,It's Chennai City FC vs COVID19Club owner Rohit Ramesh Rangarajan talks to TFG about the challenges that come w… ,Neutral,Neutral,0.8695
1171,From virtual engagements to local solutions How can COVID19 change the power dynamics between African and foreign… ,Neutral,Neutral,0.8695
1172,Hold a public inquiry into the Government's handling of the Covid19 pandemic Covid19Sign the Petition… ,Neutral,Neutral,0.8695
1173,COVID19Why the government wants you to stop wearing valved N95 face masksAvoid wearing a mask which has valv… ,Positive,Positive,0.8695
1174, Kidneyrenal failure is now a well known side effect of COVID19.Vascular speciali… ,Negative,Positive,0.8695
1175,It's honorable of Somaliland prominent public personalities stepping up to sensitize the public on COVID19 protec… ,Positive,Positive,0.8695
1176, Look I know you're in a tough spot.Let me suggestDontShareYourAirit pretty much sums up ever… ,Positive,Positive,0.8695
1177,Watch people from Mahaboobnagar district conveying their heartfelt thanks to thegovernment for issui… ,Positive,Positive,0.8695
1178,Japan Coast Guard holds rescue drill in event of virus outbreakThe Japan Times IndoPacific Japan CoastGuard… ,Neutral,Neutral,0.8695
1179,Covid19induced economic turbulence has led airline major IndiGo to decide to layoffs 10 percent of its… ,Positive,Positive,0.8695
1180,SerumInstitute will apply for licence from the Indian regulator to start clinical trials of the shot in a week's… ,Neutral,Neutral,0.8695
1181,There’s just too much at stake with COVID19. We don’t need additional risks for our kids getting sick from cats co… ,Negative,Positive,0.8695
1182, According to Stanford University's disease prevention chairman Dr. John Ioannidis the COVID19 fatality… ,Neutral,Neutral,0.8695
1183,"BiharA cultural program was organised in Nalanda y'day amid COVID19. DSP Nalanda said ""Based on viral video pi… ",Positive,Positive,0.8695
1184,Tale..Of the Nan River...Culture of the Sola… ,Neutral,Neutral,0.8695
1185,I can't get past the segment where our… ,Negative,Positive,0.8695
1186,We the students are the future of our state our country. If we become victims of the deadly virus COVID19 and… ,Negative,Negative,0.8695
1187,MediCab – Portable And Foldable COVID19 Hospital  Fusion WeRIndia ,Neutral,Neutral,0.8695
1188,Throughout the lockdown Mahima Charitable Society distributed ration kit to 1975 familes which includes the 5 fam… ,Positive,Positive,0.8695
1189,Pleasetake not so all the good efforts will not be jeopardized by some improperly informed persons.… ,Positive,Positive,0.8695
1190,Australia extends jobs support as new COVID19 outbreaks threaten economy. … ,Positive,Positive,0.8695
1191,Must read on promising news for COVID19 vaccine. COVID19Vic … ,Positive,Positive,0.8695
1192,Na who go first suck dorathy breast we go arrest bbnlockdown BBNaija NDDCProbe COVID19 Dorathy,Positive,Positive,0.8695
1193,How can the war against COVID19 be won when the first line of defence itself is getting breached.Unfortunate tha… ,Positive,Positive,0.8695
1194,MizoramAt least 13 more people including 11 BSF jawans have tested positive for Covid19 in Mizoram pushin… ,Positive,Positive,0.8695
1195,According to Stanford University's disease prevention chairman Dr. John Ioannidis the COVID19 fatality rate for… ,Neutral,Neutral,0.8695
1196,"It's hilariously ironic that we ""Americans"" are being banned from countriesincluding the shyt hole ones… ",Positive,Positive,0.8695
1197, NEWS  USAToday Health  American tourists barred from entering Bahamas due to COVID19 cases other countries… ,Negative,Positive,0.8695
1198,We the students are the future of our state our country. If we become victims of the deadly virus COVID19 and… ,Negative,Negative,0.8695
1199,Covid vaccine and headaches the Oxford vaccine has shown promising results in early trials however headache was r… ,Positive,Positive,0.8695
1200,Poorest risk being the worst affected in exposed Wales economy say MPs. Read our interim report on the Welsh eco… ,Negative,Negative,0.8695
1201,Good job Gavin your paper beautifully explained why high ACE2 level could actually be beneficial for HF patients… ,Positive,Positive,0.8695
1202,Truth Workers aren't protesting. Sadly 8min 46sec long forgotten. Peaceful protesters overtaken by violent BLM an… ,Negative,Negative,0.8695
1203,CoronaInfoCH COVID19 corona coronainfoch switzerland Detergents sanitizers and sanit...,Neutral,Neutral,0.8695
1204,Today on CNBCAfrica at 1030 CAT Former UK PM and 's Tony Blair talks investment and development in… ,Neutral,Neutral,0.8695
1205,CoronaInfoCH COVID19 corona coronainfoch switzerland OnCorona virus If everyone wears a mask in&amphellip...,Neutral,Neutral,0.8695
1206,CoronaInfoCH COVID19 corona coronainfoch switzerland StatistikStadtBern On June 30 2020 the cit...,Neutral,Neutral,0.8695
1207,CoronaInfoCH COVID19 corona coronainfoch switzerland Online platform helps to deal with natural...,Positive,Neutral,0.8695
1208,O LORD let every evil conspiracy against the progress of this nation be scattered Psalms 215 Isaiah 5415.… ,Negative,Negative,0.8695
1209,ProtectThis makes it worse by forcing people to now travel communities they normally… ,Negative,Negative,0.8695
1210,A huge thanks to all our people in India  for your commitment in the toughest of times during COVID19. We are t… ,Positive,Positive,0.8695
1211,Restaurants and other hospitality services are allowed to function on both sides of any street in Guwahati.… ,Negative,Neutral,0.8695
